Industry,Equipment,Component Part,Lube Spec,Lube Requirements,Standard,Premium,Supreme
Surface Mining,['Surface Mining'],Compressor,"DIN 51506
VDL","Oxidation stability
Reduced deposits
Long drain intervals",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
Surface Mining,['Surface Mining'],Rod thread lubricant,NLGI 1,"Solid lubricants
Water tolerance
High and low temperature capability
Chemical corrosion resistance",PETRONAS Grease Li AS,,PETRONAS Ceramic Paste
Surface Mining,['Surface Mining'],Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Surface Mining,['Surface Mining'],Vertical bearing,NLGI 2 EP,"Extreme high load
Water tolerance
High and low temperature capability",-,PETRONAS Grease CaSX,PETRONAS Grease LiX Syn 2/220
Surface Mining,['Surface Mining'],Slewing ring,NLGI 2 EP,"Extreme high load capability
Water tolerance
Solid lubricants",-,,PETRONAS Grease LiCa MG XHL
Surface Mining,['Surface Mining'],Hydraulics,"Premium VI
High VI","Water Separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Surface Mining,['Surface Mining'],Drill fluid,,,No product available,-,-
Surface Mining,['Draglines'],Pulley Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Surface Mining,['Draglines'],Compressor,"DIN 51506
VDL","Oxidation stability
Reduced deposits
Long drain intervals",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn )
Surface Mining,['Draglines'],Final Drive,"SAE 50
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 50W **,-,-
Surface Mining,['Draglines'],Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Surface Mining,['Draglines'],Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",,-,
Surface Mining,['Draglines'],Slewing ring,"NLGI 2
Liebherr, Bell (white solids)","With solid lubricants
Water tolerance
Extreme high load capability",-,-,PETRONAS Grease LiCa MG XHL
Surface Mining,['Draglines'],Cables,OIPEEC,"Core penetration
Adhesive characteristics
Elasticity
Rust and corrosion protection",PETRONAS Grease LiCa GEP 2.5,-,-
Surface Mining,['Draglines'],Chains,"ISO VG 220
Cincinnati Machine Spec","Tackiness
Rust and corrosion protection
Lubricity",PETRONAS Slideway,-,-
Surface Mining,['Draglines'],Torque Converter,"Alstom
Flender
Siemens","Low foaming tendency
Oxidation stability
Extended drain interval",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Surface Mining,['Draglines'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Surface Mining,['Draglines'],Engine / Generator,Engine Oil 15W40 / 10W40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
Surface Mining,['Draglines'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
Surface Mining,['Draglines'],Gearbox / Planetaries,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Surface Mining,['Draglines'],Hydraulics / Steering,"SAE 10W
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 10W **,-,-
Surface Mining,['Draglines'],Hydraulics,"Premium VI
High VI","Water Separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,"PETRONAS Hydraulic ESF 
()"
Surface Mining,['Draglines'],Walking Cam,,,No product available,,
Material Handling,"['Material H', 'ling']",Engine,Engine Oil 15W40 / 10W40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
Material Handling,"['Material H', 'ling']",Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
Material Handling,"['Material H', 'ling']",Transmission,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Material Handling,"['Material H', 'ling']",Converter,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Material Handling,"['Material H', 'ling']",Hydraulics / Steering,"SAE 10W
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 10W **,-,-
Material Handling,"['Material H', 'ling']",Final Drive,"SAE 50
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 50W **,-,-
Material Handling,"['Material H', 'ling']",Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Material Handling,"['Material H', 'ling']",Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Material Handling,"['Material H', 'ling']",Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Material Handling,"['Material H', 'ling']",Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",-,PETRONAS Grease LiCa TMG,-
Material Handling,"['Material H', 'ling']",Cables,OIPEEC,"Core penetration
Adhesive characteristics
Elasticity
Rust and corrosion protection",PETRONAS Grease LiCa GEP 2.5,-,-
Material Handling,"['Material H', 'ling']",Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Material Handling,"['Material H', 'ling']",Chains,"ISO VG 220
Cincinnati Machine Spec","Tackiness
Rust and corrosion protection
Lubricity",PETRONAS Slideway,-,-
Material Handling,"['Material H', 'ling']",Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Material Handling,"['Material H', 'ling']",Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Material Handling,"['Material H', 'ling']",Open Gears,"AGMA 251.01
FZG
US Steel","Pumpability and sprayability
Adhesive characteristics
Extreme pressure
Low consumption",,PETRONAS Grease LiCa TMG,-
Material Handling,"['Material H', 'ling']",Cables,OIPEEC,"Core penetration
Adhesive characteristics
Elasticity
Rust and corrosion protection",PETRONAS Grease LiCa GEP 2.5,-,-
Material Handling,"['Material H', 'ling']",Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Material Handling,"['Material H', 'ling']",Chains,"ISO VG 220
Cincinnati Machine Spec","Tackiness
Rust and corrosion protection
Lubricity",PETRONAS Slideway,-,-
Material Handling,"['Material H', 'ling']",Engine,Engine Oil 15W40 / 10W40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
Material Handling,"['Material H', 'ling']",Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
Material Handling,"['Material H', 'ling']",Transmission,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Material Handling,"['Material H', 'ling']",Converter,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Material Handling,"['Material H', 'ling']",Hydraulics / Steering,"SAE 10W
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 10W **,-,-
Material Handling,"['Material H', 'ling']",Final Drive,"SAE 50
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 50W **,-,-
Material Handling,"['Material H', 'ling']",Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Material Handling,"['Material H', 'ling']",Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Material Handling,"['Material H', 'ling']",Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Material Handling,"['Material H', 'ling']",Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Material Handling,"['Material H', 'ling']",Conveyor Back stop,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Material Handling,"['Material H', 'ling']",Idler rollers bearing,,,Filled for life - special low viscosity grease (contact OEM for initial fill),,
Material Handling,"['Material H', 'ling']",Engine (Two stroke),SAE 40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania CD 40 **,-,-
Material Handling,"['Material H', 'ling']",Engine (Four stroke),15W-40 / 10W -40,"Cold starting
Long idling periods
Soot handling",PETRONAS Urania LD 7 **,PETRONAS Urania 5000 E 15W40 **,PETRONAS Urania 7000 E 10W40 **
Material Handling,"['Material H', 'ling']",Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11 **,PETRONAS Paraflu Up Ready **,-
Material Handling,"['Material H', 'ling']",Transmission,"SAE 30
TO-4 series","Long drain intervals
High temperature handling
High load capability",PETRONAS Powertrans T4 30W **,-,-
Material Handling,"['Material H', 'ling']",Grease points,NLGI 2 EP,"With solid lubricants
Water tolerance
High load capability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Material Handling,"['Material H', 'ling']",Electric Motors,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Material Handling,"['Material H', 'ling']",Pantograph grease,NLGI 2.5,"With graphite solids
Anti-wear
Water tolerance",PETRONAS Grease LiCa GEP 2.5,-,-
Crushing,['Crushing'],Spider bush bearing (Grease),NLGI 2,"High load capability
High and low temperature handling
Mechanical stability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Crushing,['Crushing'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Crushing,['Crushing'],Plain Bearings,AGMA 4EP,"High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Spider bush bearing (Oil),AGMA 4-7EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Gearbox / Reducer,AGMA 4EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Crushing,['Crushing'],Plain Bearings / Roller bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Crushing,['Crushing'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Crushing,['Crushing'],Gearbox / Reducer,AGMA  4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Crushing,['Crushing'],Spider bush bearing (Grease),NLGI 2,"High load capability
High and low temperature handling
Mechanical stability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Crushing,['Crushing'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Crushing,['Crushing'],Plain Bearings,AGMA 4EP,"High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Spider bush bearing (Oil),AGMA 4-7EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Gearbox / Reducer,AGMA 4EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Crushing,['Crushing'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Crushing,['Crushing'],Plain Bearings,AGMA 4EP,"High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Spider bush bearing (Grease),NLGI 2,"High load capability
High and low temperature handling
Mechanical stability",PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL,PETRONAS Grease LiCa MG XHL
Crushing,['Crushing'],Spider bush bearing (Oil),AGMA 4-7EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Gearbox / Reducer,AGMA 4EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Crushing,['Crushing'],Electric Motor (Grease),NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Crushing,['Crushing'],Press bearings (Grease),NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiCa MG XHL
Crushing,['Crushing'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Crushing,['Crushing'],Press bearings (Oil),ISO VG range,"Demulsibity
Low foaming tendencies
Antiwear properties",PETRONAS Circula,-,PETRONAS Circula Syn
Crushing,['Crushing'],Hydraulics,"Premium VI
High VI","Water Separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Screening,['Screening'],Bearings (Grease),NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Screening,['Screening'],Hydraulics,"Premium VI
High VI","Water separability
Wet and Dry Filterability
Multi metal compatibility
Rust and corrosion protection",PETRONAS Hydraulic,PETRONAS Hydraulic HV,PETRONAS Hydraulic ESF
Screening,['Screening'],Electric Motor (Grease),NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,
Screening,['Screening'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Screening,['Screening'],Gearbox / Reducer,AGMA 4-7 EP,"Micropitting resistance
High load capability
Low foaming tendencies
Water separability",PETRONAS Gear MEP *,PETRONAS Gear FL,PETRONAS Gear Syn PAO
Screening,['Screening'],Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease Li EP 2,,PETRONAS Grease LiX Syn 2/220
Screening,['Screening'],Coupling,"NLGI 1
AGMA CG 1 and 2","Low oil bleed
Oxidation stability
Resistance to centrifugal force",PETRONAS Grease Li 2,PETRONAS Grease PE HS,-
Screening,['Screening'],Idler roller bearing,,,Filled for life - special low viscosity grease (contact OEM for initial fill),,
Transfers,['Transfers'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
